Transaction_ID,Company_ID,Transaction_Date,Product_Price,Quantity,Total_Cost,Product_ID
226,18.0,2023-08-31,113497.56,14.0,1596000.0,16.0
227,19.0,2024-02-17,128800.0,2.0,128800.0,14.0
231,78.0,2021-06-11,99262.92,11.0,1209600.0,3.0
232,40.0,2023-07-04,131496.98,6.0,806400.0,18.0
233,78.0,2024-08-08,158952.82,10.0,1512000.0,2.0
234,13.0,2024-01-06,142797.92,12.0,1663200.0,8.0
236,30.0,2021-06-13,108277.85,10.0,1008000.0,3.0
237,83.0,2023-11-30,133002.42,4.0,537600.0,18.0
239,96.0,2022-07-11,144531.36,15.0,1960000.0,1.0
240,27.0,2021-09-02,140781.5,15.0,2111722.45,14.0
241,24.0,2022-11-03,95200.0,1.0,95200.0,19.0
243,100.0,2024-10-16,131782.42,6.0,790694.54,14.0
244,89.0,2022-11-24,142908.62,,1965600.0,7.0
247,90.0,2022-02-03,128265.16,9.0,1344000.0,18.0
249,99.0,2021-09-26,90882.3,19.0,1915200.0,3.0
250,37.0,2024-09-21,172537.18,17.0,2856000.0,17.0
253,99.0,2022-02-13,179200.0,4.0,537600.0,6.0
254,81.0,2021-07-31,104019.91,0.0,0.0,15.0
257,8.0,2023-10-07,140193.15,19.0,3024000.0,8.0
258,35.0,2024-12-08,106400.0,13.0,1489600.0,16.0
259,96.0,2022-09-21,136238.14,5.0,681190.72,1.0
262,2.0,2021-11-21,177116.55,7.0,1372000.0,13.0
263,44.0,2021-04-07,134400.0,5.0,806400.0,18.0
264,5.0,2024-01-18,140000.0,6.0,980000.0,1.0
265,34.0,2021-10-18,97942.94,20.0,1792000.0,10.0
267,71.0,2023-08-15,196000.0,13.0,2548000.0,13.0
268,68.0,2024-08-17,100800.0,12.0,1209600.0,15.0
270,15.0,2022-12-05,78446.15,5.0,504000.0,12.0
273,100.0,2024-03-19,78146.35,,504000.0,12.0
274,2.0,2021-07-19,90165.94,4.0,360663.77,10.0
276,65.0,2023-10-26,169303.07,13.0,2150400.0,6.0
278,84.0,2023-08-01,171267.95,17.0,2911555.13,2.0
285,88.0,2021-12-12,92585.62,,1808800.0,19.0
286,75.0,2022-09-03,107770.55,3.0,403200.0,15.0
290,96.0,2024-03-07,135237.9,,2318400.0,14.0
292,97.0,2023-07-20,120434.78,7.0,1030400.0,14.0
294,80.0,2024-01-31,194779.14,15.0,2867200.0,6.0
296,68.0,2022-11-17,210348.92,16.0,3332000.0,13.0
299,10.0,2023-09-02,91571.69,4.0,420000.0,12.0
301,23.0,2024-03-12,165996.9,10.0,1512000.0,8.0
302,61.0,2024-04-11,89666.52,8.0,672000.0,5.0
303,64.0,2024-10-01,76620.77,9.0,689586.9,5.0
304,16.0,2021-03-26,102502.18,14.0,1332800.0,19.0
305,76.0,2021-02-21,137135.58,9.0,1288000.0,14.0
306,85.0,2022-01-12,117535.79,5.0,448000.0,9.0
308,82.0,2021-03-05,179863.35,11.0,1960000.0,13.0
310,90.0,2023-12-15,241461.37,2.0,224000.0,20.0
312,57.0,2023-12-16,91881.95,,1176000.0,5.0
320,93.0,2022-10-04,96047.73,11.0,896000.0,10.0
321,30.0,2022-11-24,109446.56,7.0,705600.0,15.0
328,34.0,2024-07-18,97158.74,,380800.0,19.0
329,41.0,2024-05-09,112494.7,15.0,1687420.43,9.0
330,23.0,2021-02-17,154294.77,18.0,2856000.0,2.0
334,60.0,2021-02-03,85528.45,1.0,179200.0,10.0
336,2.0,2021-12-15,85929.97,15.0,1344000.0,5.0
338,90.0,2023-09-17,116048.83,5.0,672000.0,9.0
340,97.0,2023-06-03,148783.99,14.0,2116800.0,7.0
341,39.0,2023-02-18,193698.19,17.0,3332000.0,13.0
350,74.0,2021-05-31,146716.47,3.0,302400.0,8.0
351,27.0,2023-04-03,143468.38,12.0,1721620.54,1.0
354,45.0,2023-05-10,96333.82,19.0,1814400.0,3.0
361,93.0,2022-11-16,91156.79,20.0,2016000.0,3.0
362,70.0,2021-09-02,107991.28,13.0,1310400.0,15.0
364,12.0,2022-10-11,117303.57,,2464000.0,4.0
365,9.0,2022-07-21,144951.18,12.0,1814400.0,7.0
367,21.0,2023-05-04,136598.17,9.0,1512000.0,8.0
368,9.0,2024-11-10,102926.21,4.0,302400.0,15.0
369,23.0,2022-01-28,180208.39,8.0,1254400.0,6.0
370,75.0,2023-04-08,114419.87,14.0,1489600.0,16.0
371,60.0,2021-09-06,91322.25,12.0,985600.0,10.0
373,2.0,2023-12-02,106510.01,17.0,1904000.0,9.0
377,24.0,2021-06-30,183313.34,19.0,3482953.55,17.0
378,60.0,2023-03-03,190095.19,7.0,1433600.0,6.0
379,79.0,2023-04-03,228690.94,13.0,2912000.0,20.0
381,45.0,2022-04-16,193178.04,14.0,2688000.0,6.0
386,74.0,2021-12-11,151200.0,18.0,2872800.0,7.0
387,83.0,2024-01-17,117567.96,,1932000.0,14.0
390,31.0,2024-04-17,145861.46,0.0,134400.0,18.0
391,55.0,2021-01-07,112858.9,8.0,1108800.0,4.0
393,19.0,2023-03-17,144748.47,16.0,2419200.0,8.0
394,96.0,2021-01-27,75705.21,8.0,588000.0,5.0
395,81.0,2021-10-18,162373.48,13.0,2110855.2,11.0
396,73.0,2021-10-19,130692.87,7.0,1030400.0,14.0
397,3.0,2024-02-11,146532.51,20.0,2553600.0,18.0
398,67.0,2024-11-08,85879.18,3.0,190400.0,19.0
400,91.0,2022-12-23,209887.12,,4032000.0,20.0
401,25.0,2022-01-02,150549.13,10.0,1724800.0,11.0
402,40.0,2021-01-25,106473.56,17.0,1814400.0,15.0
403,31.0,2021-02-27,183010.27,,840000.0,2.0
404,3.0,2023-10-03,155935.46,6.0,1058400.0,8.0
408,77.0,2022-06-26,145678.09,7.0,1209600.0,8.0
409,7.0,2023-03-12,152212.0,4.0,840000.0,2.0
411,83.0,2022-06-27,141512.84,20.0,2447200.0,14.0
413,66.0,2022-11-08,195891.0,14.0,2688000.0,6.0
418,53.0,2023-05-08,224935.86,18.0,4032000.0,20.0
425,61.0,2023-12-08,83380.99,9.0,716800.0,10.0
427,50.0,2024-09-18,201636.08,4.0,588000.0,13.0
430,83.0,2022-06-05,155287.79,4.0,453600.0,7.0
431,35.0,2023-06-13,89600.0,,1254400.0,10.0
432,65.0,2023-03-16,158094.62,7.0,1058400.0,7.0
433,82.0,2022-04-07,85186.26,2.0,179200.0,10.0
436,38.0,2024-05-06,78457.88,5.0,420000.0,12.0
438,25.0,2022-07-10,132068.61,8.0,901600.0,14.0
440,42.0,2022-03-03,101884.58,,1568000.0,9.0
442,41.0,2022-05-18,82487.52,17.0,1402287.88,12.0
443,8.0,2022-03-29,190316.36,20.0,3920000.0,13.0
446,19.0,2021-04-26,102232.38,19.0,1915200.0,15.0
450,25.0,2023-07-27,139914.76,13.0,1965600.0,7.0
452,81.0,2022-11-09,115869.65,4.0,560000.0,9.0
454,20.0,2022-06-12,155678.46,17.0,2721600.0,7.0
456,23.0,2022-10-31,156800.0,11.0,1724800.0,11.0
458,44.0,2021-10-31,167102.86,15.0,2195200.0,11.0
462,70.0,2023-08-31,83296.34,16.0,1344000.0,12.0
463,84.0,2022-04-17,123200.0,,1848000.0,4.0
465,62.0,2022-09-16,163419.63,3.0,604800.0,7.0
468,57.0,2020-11-21,87951.64,3.0,168000.0,12.0
470,31.0,2024-04-17,85837.87,18.0,1545081.69,5.0
472,99.0,2020-11-19,157778.53,20.0,2872800.0,7.0
474,65.0,2024-10-20,116961.36,,492800.0,4.0
475,29.0,2021-06-24,144184.92,7.0,1209600.0,7.0
477,25.0,2022-07-09,110264.69,19.0,1814400.0,15.0
485,9.0,2021-09-29,121987.69,9.0,1120000.0,9.0
487,26.0,2021-09-25,156800.0,10.0,1411200.0,11.0
488,79.0,2022-11-15,87081.21,15.0,1260000.0,12.0
490,24.0,2022-10-02,106247.07,,302400.0,3.0
491,80.0,2021-01-10,84000.0,,1428000.0,12.0
494,57.0,2022-05-09,83105.38,,896000.0,10.0
496,87.0,2021-11-09,175814.64,9.0,1433600.0,6.0
499,31.0,2023-04-03,161628.54,,940800.0,11.0
501,48.0,2024-02-19,92372.45,3.0,336000.0,12.0
503,59.0,2021-07-20,90295.91,6.0,420000.0,5.0
507,10.0,2021-10-04,196000.0,14.0,2548000.0,13.0
508,76.0,2023-03-16,190133.48,5.0,1176000.0,13.0
510,61.0,2023-09-16,168000.0,20.0,3192000.0,2.0
512,91.0,2021-08-14,146295.25,11.0,1663200.0,8.0
513,31.0,2021-06-15,117519.21,12.0,1232000.0,9.0
515,39.0,2021-07-09,168000.0,16.0,2688000.0,17.0
516,97.0,2024-03-12,126969.72,6.0,806400.0,18.0
517,4.0,2022-08-11,84000.0,11.0,924000.0,12.0
518,73.0,2021-07-03,150348.33,18.0,2570400.0,7.0
521,44.0,2022-06-07,100948.8,17.0,1915200.0,16.0
526,38.0,2023-02-10,229308.28,13.0,3136000.0,20.0
527,30.0,2023-11-21,89239.95,7.0,716800.0,10.0
529,75.0,2022-03-11,222857.57,14.0,3136000.0,20.0
531,52.0,2021-02-09,103924.49,13.0,1142400.0,19.0
532,72.0,2024-04-28,101232.01,2.0,201600.0,3.0
534,37.0,2024-11-10,121950.76,5.0,672000.0,9.0
540,37.0,2022-10-29,76938.45,2.0,252000.0,12.0
544,46.0,2021-04-08,77452.67,8.0,588000.0,12.0
546,71.0,2022-09-30,208697.62,18.0,3756557.18,13.0
548,42.0,2023-08-20,113423.26,1.0,112000.0,9.0
550,26.0,2023-01-15,98507.66,17.0,1612800.0,15.0
552,60.0,2022-12-20,117183.67,14.0,1601600.0,4.0
553,5.0,2022-06-26,124308.01,8.0,1159200.0,14.0
554,98.0,2024-07-19,172417.08,4.0,672000.0,2.0
555,99.0,2023-06-10,127316.37,,1120000.0,1.0
562,87.0,2023-05-08,87740.0,6.0,537600.0,10.0
563,65.0,2020-12-17,162536.64,19.0,3024000.0,7.0
567,95.0,2023-05-01,90668.85,,896000.0,10.0
570,81.0,2021-12-24,122170.78,8.0,862400.0,4.0
572,47.0,2022-05-03,78413.06,1.0,168000.0,5.0
574,71.0,2024-04-07,158075.94,10.0,1724800.0,11.0
575,18.0,2023-07-11,101028.66,7.0,705600.0,3.0
577,66.0,2020-11-16,176768.55,3.0,336000.0,17.0
579,41.0,2022-04-12,152410.87,9.0,1260000.0,1.0
584,27.0,2023-12-25,153991.99,7.0,1254400.0,11.0
585,7.0,2022-02-18,150103.56,,1400000.0,1.0
588,5.0,2022-12-21,130001.66,4.0,369600.0,4.0
590,61.0,2024-09-05,160076.45,10.0,1512000.0,8.0
592,98.0,2021-03-20,109976.09,21.0,2016000.0,3.0
595,52.0,2021-10-15,149191.8,12.0,1814400.0,7.0
596,8.0,2021-11-24,87711.46,6.0,448000.0,10.0
597,5.0,2021-08-15,211476.81,12.0,2537721.68,20.0
600,76.0,2023-04-08,82466.56,12.0,1092000.0,5.0
604,18.0,2022-08-08,134469.43,1.0,134400.0,18.0
605,66.0,2024-03-10,145932.46,20.0,3136000.0,11.0
606,25.0,2023-04-07,196614.03,15.0,2949210.42,13.0
607,5.0,2023-09-11,95380.05,0.0,0.0,3.0
608,78.0,2022-04-15,98763.05,18.0,1713600.0,15.0
610,10.0,2023-09-23,134400.0,9.0,1075200.0,18.0
612,25.0,2024-05-19,206668.6,13.0,2744000.0,13.0
617,3.0,2023-03-16,105112.55,4.0,425600.0,16.0
619,48.0,2024-08-04,149596.18,12.0,1820000.0,1.0
623,29.0,2023-02-15,168214.21,,,2.0
624,35.0,2024-11-09,130939.28,17.0,2094400.0,4.0
625,85.0,2022-02-18,89600.0,14.0,1164800.0,10.0
626,60.0,2023-07-11,91779.78,5.0,604800.0,3.0
627,98.0,2022-06-19,199048.52,16.0,2940000.0,13.0
628,53.0,2023-04-28,145825.97,12.0,1680000.0,1.0
632,86.0,2020-10-31,100844.13,17.0,1714350.23,16.0
633,77.0,2021-02-09,102206.22,15.0,1512000.0,3.0
635,84.0,2023-09-21,96519.47,11.0,1108800.0,3.0
636,75.0,2023-08-11,169947.97,13.0,2195200.0,11.0
637,20.0,2023-07-04,185011.69,,,13.0
644,92.0,2022-09-28,106745.73,2.0,213491.46,3.0
645,67.0,2022-04-08,214481.28,2.0,672000.0,20.0
646,11.0,2022-03-14,153028.19,14.0,2520000.0,2.0
649,70.0,2024-07-13,84000.0,7.0,672000.0,12.0
651,74.0,2024-06-03,101538.05,15.0,1568000.0,9.0
653,35.0,2024-07-28,162666.37,20.0,3192000.0,2.0
655,26.0,2023-08-28,92322.0,10.0,985600.0,10.0
656,54.0,2020-11-17,168000.0,18.0,3192000.0,2.0
657,89.0,2021-08-25,117534.1,19.0,2464000.0,4.0
660,94.0,2021-07-17,86249.61,4.0,476000.0,19.0
661,85.0,2024-08-18,87804.28,15.0,1176000.0,12.0
664,7.0,2024-03-10,123698.01,8.0,1108800.0,4.0
665,92.0,2023-01-14,141385.29,4.0,784000.0,11.0
667,100.0,2021-01-20,145879.87,11.0,1604678.57,18.0
668,64.0,2021-02-05,109712.08,9.0,806400.0,15.0
670,3.0,2024-04-03,147153.4,12.0,1814400.0,8.0
671,81.0,2023-09-03,152105.48,10.0,1663200.0,8.0
677,49.0,2023-04-16,173814.06,16.0,2688000.0,6.0
682,41.0,2022-05-07,125844.28,19.0,2688000.0,18.0
683,24.0,2022-05-09,169809.98,4.0,504000.0,2.0
686,92.0,2024-02-01,83092.58,10.0,985600.0,10.0
689,79.0,2023-01-29,113288.36,18.0,2128000.0,9.0
691,13.0,2022-01-25,141296.9,5.0,840000.0,1.0
693,80.0,2022-03-18,117496.89,4.0,515200.0,14.0
694,57.0,2021-05-31,177391.62,,672000.0,17.0
699,57.0,2022-10-19,178910.47,8.0,1512000.0,17.0
700,49.0,2022-09-27,81505.75,19.0,1680000.0,5.0
701,37.0,2022-12-12,108882.3,0.0,106400.0,16.0
702,36.0,2024-03-05,171159.19,14.0,2352000.0,2.0
703,3.0,2022-02-11,165611.82,12.0,2150400.0,6.0
704,85.0,2021-06-13,184991.88,11.0,1971200.0,6.0
705,8.0,2022-04-03,95671.39,16.0,1512000.0,15.0
706,87.0,2024-07-20,165775.69,2.0,453600.0,7.0
707,21.0,2021-05-20,151797.41,13.0,2016000.0,17.0
708,6.0,2023-01-10,95200.0,,1808800.0,19.0
711,68.0,2023-02-03,125724.32,,1209600.0,18.0
714,98.0,2023-02-05,154712.02,11.0,2016000.0,17.0
715,6.0,2022-05-11,111382.04,18.0,2128000.0,9.0
719,81.0,2024-05-13,116961.59,18.0,2340800.0,4.0
720,7.0,2024-04-19,185407.64,8.0,1372000.0,13.0
723,56.0,2021-04-29,107590.71,,1915200.0,15.0
725,22.0,2024-10-20,77985.14,7.0,588000.0,12.0
728,29.0,2024-05-14,140444.13,,2800000.0,1.0
729,9.0,2022-11-10,86887.54,19.0,1596000.0,12.0
730,17.0,2021-04-01,162452.77,20.0,3024000.0,8.0
732,85.0,2024-01-30,122249.93,18.0,2284800.0,18.0
733,93.0,2021-12-21,102302.48,9.0,920722.28,3.0
740,45.0,2021-06-22,108973.68,17.0,2016000.0,9.0
741,78.0,2023-12-22,180553.91,2.0,504000.0,17.0
742,9.0,2024-06-05,129600.45,11.0,1425605.0,18.0
746,37.0,2023-09-10,137907.26,13.0,1674400.0,14.0
747,42.0,2022-03-16,141543.48,0.0,134400.0,18.0
748,51.0,2022-09-10,122526.93,18.0,2094400.0,4.0
750,93.0,2024-04-04,155680.03,,470400.0,11.0
751,48.0,2021-08-17,106533.95,20.0,2016000.0,15.0
752,58.0,2022-05-21,208968.46,6.0,1568000.0,20.0
753,86.0,2021-08-19,178566.96,11.0,2016000.0,2.0
754,90.0,2023-11-04,207109.19,19.0,4480000.0,20.0
756,91.0,2021-07-21,139000.46,17.0,2060800.0,14.0
757,41.0,2023-06-12,205361.52,21.0,3920000.0,13.0
758,51.0,2024-07-21,126480.54,11.0,1478400.0,4.0
759,10.0,2021-06-17,79673.52,5.0,420000.0,5.0
762,26.0,2022-06-21,92582.75,3.0,403200.0,15.0
763,40.0,2022-05-13,160793.93,3.0,313600.0,11.0
764,49.0,2022-11-27,97982.87,15.0,1332800.0,19.0
766,41.0,2024-01-31,87838.2,2.0,252000.0,5.0
768,57.0,2022-03-09,98220.46,19.0,2016000.0,15.0
771,22.0,2023-03-06,85152.88,9.0,672000.0,5.0
772,28.0,2020-10-12,90636.18,3.0,358400.0,10.0
774,4.0,2024-03-29,192318.89,19.0,3584000.0,6.0
776,68.0,2023-12-09,195548.08,11.0,2150400.0,6.0
778,13.0,2022-12-14,176703.38,19.0,3024000.0,2.0
782,68.0,2023-03-21,157517.16,,840000.0,2.0
785,58.0,2021-10-21,178855.03,10.0,1971200.0,6.0
788,89.0,2024-01-17,164231.28,3.0,604800.0,7.0
792,95.0,2021-10-02,140000.0,,1960000.0,1.0
795,49.0,2023-10-10,143400.39,7.0,1209600.0,7.0
796,24.0,2021-11-26,83330.61,10.0,833306.08,5.0
797,66.0,2020-11-01,156800.0,20.0,2979200.0,11.0
800,62.0,2023-11-13,118477.0,11.0,1232000.0,9.0
804,50.0,2021-02-12,168000.0,2.0,336000.0,17.0
805,87.0,2024-05-07,183571.54,10.0,1680000.0,17.0
807,40.0,2023-02-12,179200.0,14.0,2688000.0,6.0
809,65.0,2022-12-03,240944.3,4.0,672000.0,20.0
810,27.0,2022-01-30,91355.98,7.0,639491.85,12.0
812,8.0,2021-11-12,145358.65,2.0,134400.0,18.0
813,39.0,2024-01-09,83583.23,,1512000.0,5.0
815,29.0,2022-10-22,80664.82,16.0,1523200.0,10.0
816,99.0,2022-06-04,89600.0,9.0,716800.0,10.0
817,99.0,2023-04-09,176841.79,20.0,3360000.0,2.0
821,80.0,2021-08-10,119979.65,12.0,1674400.0,14.0
823,61.0,2024-03-05,178089.58,13.0,2352000.0,13.0
824,40.0,2023-05-18,163919.16,15.0,2352000.0,17.0
825,52.0,2022-02-12,151200.0,12.0,1663200.0,8.0
827,58.0,2022-11-17,86682.5,,1428000.0,5.0
829,100.0,2023-08-14,93134.29,10.0,1047200.0,19.0
830,33.0,2021-07-06,75670.27,19.0,1512000.0,12.0
832,96.0,2023-04-29,107921.64,,1411200.0,15.0
833,15.0,2021-05-18,88951.83,3.0,252000.0,12.0
834,99.0,2021-12-07,154249.16,18.0,2872800.0,7.0
838,66.0,2023-06-16,94865.8,14.0,1237600.0,19.0
839,24.0,2023-01-10,97090.41,2.0,201600.0,15.0
840,85.0,2022-03-07,153768.25,17.0,2614060.26,1.0
842,40.0,2023-06-19,165392.02,15.0,2268000.0,8.0
844,52.0,2024-03-19,139401.39,17.0,2369823.62,14.0
847,57.0,2021-12-10,154171.47,12.0,1850057.58,11.0
850,79.0,2022-11-07,113270.19,15.0,1702400.0,16.0
851,17.0,2023-10-19,102265.48,15.0,1568000.0,9.0
852,24.0,2022-10-03,164802.35,,302400.0,7.0
855,35.0,2021-07-13,92063.56,4.0,476000.0,19.0
858,46.0,2022-09-06,154740.27,8.0,1254400.0,11.0
860,50.0,2021-06-01,82858.75,9.0,756000.0,12.0
861,34.0,2021-05-21,91175.52,2.0,168000.0,12.0
862,14.0,2021-09-10,94110.57,14.0,1310400.0,15.0
864,99.0,2023-04-27,129359.68,2.0,280000.0,1.0
868,50.0,2021-06-15,153342.99,17.0,2240000.0,1.0
869,40.0,2021-02-20,161410.37,15.0,2419200.0,8.0
872,72.0,2021-06-15,220291.66,8.0,1762333.27,20.0
882,35.0,2021-03-16,167024.6,19.0,3404800.0,6.0
883,33.0,2021-01-30,179200.0,15.0,2508800.0,6.0
884,45.0,2021-10-07,132128.66,,1209600.0,18.0
886,33.0,2022-05-01,86766.12,2.0,84000.0,12.0
888,43.0,2023-05-21,215625.08,3.0,448000.0,20.0
889,89.0,2020-12-04,99841.75,10.0,1064000.0,16.0
890,44.0,2023-12-24,100559.1,2.0,201600.0,3.0
892,34.0,2024-01-04,103815.58,8.0,856800.0,19.0
894,66.0,2022-03-06,124104.26,9.0,1232000.0,4.0
896,50.0,2023-06-25,128425.62,10.0,1400000.0,1.0
897,81.0,2022-01-22,148736.38,14.0,2352000.0,11.0
898,9.0,2024-01-13,118273.25,1.0,118273.25,4.0
899,81.0,2023-05-11,170546.09,5.0,1008000.0,17.0
900,64.0,2022-04-15,175117.09,12.0,2150400.0,6.0
903,97.0,2024-04-05,87555.8,4.0,380800.0,19.0
905,40.0,2022-07-29,100650.41,2.0,201600.0,15.0
907,62.0,2023-11-07,128865.16,15.0,2240000.0,1.0
910,33.0,2024-02-18,144993.42,18.0,2570400.0,8.0
911,23.0,2021-10-27,109958.74,,1108800.0,3.0
913,38.0,2023-09-23,95017.16,5.0,504000.0,15.0
916,87.0,2021-09-22,103610.01,21.0,2016000.0,3.0
